454,1,6,4.5,2.33,5.44,0,1.0,0.0,0.0,0.0,0.0,0.0
452,1,6.5,5.4,2.52,5.40,0,1.0,0.0,0.0,0.0,0.0,0.0
452,1,6.9,7.1,0.47,6.10,0,1.0,0.0,0.0,0.0,0.0,0.0
454,1,6.2,5.3,0,5.54,0,1.0,0.0,0.0,0.0,0.0,0.0
457,1,5.4,3.9,0,5.95,0,1.0,0.0,0.0,0.0,0.0,0.0
461,1,5.3,4.7,0,5.54,0,1.0,0.0,0.0,0.0,0.0,0.0
459,1,5.4,4,0,5.57,0,1.0,0.0,0.0,0.0,0.0,0.0
458,1,5.5,4.5,0,5.54,0,1.0,0.0,0.0,0.0,0.0,0.0
467,28,4.5,3,10.42,20.63,22,1.0,0.0,0.0,0.0,0.0,0.0
482,277,6,11.7,233.68,242.51,247.5,1.0,0.0,0.0,0.0,0.0,0.0
496,512,7.6,15.4,510.95,522.52,528.1,1.0,0.0,0.0,0.0,0.0,0.0
504,729,8.7,20.7,701.11,714.80,723.2,1.0,0.0,0.0,0.0,0.0,0.0
498,802,9.5,22.7,769.79,782.58,794.4,1.0,0.0,0.0,0.0,0.0,0.0
489,808,10.8,27.1,764.56,778.17,790.2,1.0,0.0,0.0,0.0,0.0,0.0
479,725,10.6,24.3,690.23,701.64,712.8,1.0,0.0,0.0,0.0,0.0,0.0
462,570,10.6,19.9,541.71,549.32,557.4,1.0,0.0,0.0,0.0,0.0,0.0
444,323,9.5,14.3,300.16,312.27,315.4,1.0,0.0,0.0,0.0,0.0,0.0
431,43,8.2,7.7,41.22,49.77,52.5,1.0,0.0,0.0,0.0,0.0,0.0
440,1,6.6,4.8,3.42,6.22,0,1.0,0.0,0.0,0.0,0.0,0.0
446,1,6.6,5,1.28,5.75,0,1.0,0.0,0.0,0.0,0.0,0.0
447,1,6.7,5.3,0,5.91,0,1.0,0.0,0.0,0.0,0.0,0.0
448,1,6.7,4.8,1.27,5.34,0,1.0,0.0,0.0,0.0,0.0,0.0
449,1,6.7,5,0,5.93,0,1.0,0.0,0.0,0.0,0.0,0.0
448,1,6.9,5.4,0,5.43,0,1.0,0.0,0.0,0.0,0.0,0.0
449,1,7,5.4,3.74,5.33,0,1.0,0.0,0.0,0.0,0.0,0.0
450,1,7,5.4,0,5.41,0,1.0,0.0,0.0,0.0,0.0,0.0
451,1,7.1,5.4,2.41,6.06,0,1.0,0.0,0.0,0.0,0.0,0.0
454,1,6.7,5,0,5.51,0,1.0,0.0,0.0,0.0,0.0,0.0
457,1,6.2,4.2,2.25,5.59,0,1.0,0.0,0.0,0.0,0.0,0.0
455,1,6.2,5.8,1.93,5.57,0,1.0,0.0,0.0,0.0,0.0,0.0
455,1,6.1,5.8,1.84,5.45,0,1.0,0.0,0.0,0.0,0.0,0.0
455,1,5.6,5.3,0,5.59,0,1.0,0.0,0.0,0.0,0.0,0.0
463,27,4.4,2.9,10.04,19.63,21,1.0,0.0,0.0,0.0,0.0,0.0
479,236,5.4,11,194.35,208.87,209.9,1.0,0.0,0.0,0.0,0.0,0.0
494,510,9.3,24.7,494.9,506.17,512,1.0,0.0,0.0,0.0,0.0,0.0
496,687,11.2,31.3,659.59,671.88,679.9,1.0,0.0,0.0,0.0,0.0,0.0
485,763,12.9,37.3,709.55,722.50,732.6,1.0,0.0,0.0,0.0,0.0,0.0
481,771,12.3,33.6,717.02,630.36,740.2,1.0,0.0,0.0,0.0,0.0,0.0
455,622,11.8,29,602.87,618.09,611.1,1.0,0.0,0.0,0.0,0.0,0.0
444,503,11.3,24.8,536.48,548.24,555.4,1.0,0.0,0.0,0.0,0.0,0.0
439,368,10.7,19.9,336.3,347.16,351,1.0,0.0,0.0,0.0,0.0,0.0
428,38,8,7.2,53.47,63.25,66.1,1.0,0.0,0.0,0.0,0.0,0.0
445,1,5.3,2.6,1.18,5.69,0,1.0,0.0,0.0,0.0,0.0,0.0
456,1,4.3,2,0,5.69,0,1.0,0.0,0.0,0.0,0.0,0.0
461,1,3.9,1.8,2.49,5.48,0,1.0,0.0,0.0,0.0,0.0,0.0
464,1,3.5,1.4,1.58,5.48,0,1.0,0.0,0.0,0.0,0.0,0.0
466,1,3.3,0.9,0,5.70,0,1.0,0.0,0.0,0.0,0.0,0.0
467,1,3.2,0.8,0,5.62,0,1.0,0.0,0.0,0.0,0.0,0.0
468,1,3.3,0.9,1.88,5.59,0,0.0,1.0,0.0,0.0,0.0,0.0
468,1,3.2,1.2,0,5.68,0,0.0,1.0,0.0,0.0,0.0,0.0
468,1,3.5,1.5,0,6.41,0,0.0,1.0,0.0,0.0,0.0,0.0
468,1,3.2,1.3,0,6.24,0,0.0,1.0,0.0,0.0,0.0,0.0
466,1,3.6,1.6,0,6.37,0,0.0,1.0,0.0,0.0,0.0,0.0
468,1,3.5,1.6,0,6.27,0,0.0,1.0,0.0,0.0,0.0,0.0
469,1,3.6,2,0,5.65,0,0.0,1.0,0.0,0.0,0.0,0.0
469,1,3.6,1.6,0,6.44,0,0.0,1.0,0.0,0.0,0.0,0.0
469,25,4.5,3.3,6.26,17.53,18,0.0,1.0,0.0,0.0,0.0,0.0
470,119,6.5,8.8,105.6,112.96,118.6,0.0,1.0,0.0,0.0,0.0,0.0
474,275,10.2,17.9,244.89,256.93,259.5,0.0,1.0,0.0,0.0,0.0,0.0
467,375,12.7,25.5,363.75,374.57,379.1,0.0,1.0,0.0,0.0,0.0,0.0
470,504,13.5,28.2,451.65,472.55,464.8,0.0,1.0,0.0,0.0,0.0,0.0
482,548,13.5,27.4,513.68,531.81,538.1,0.0,1.0,0.0,0.0,0.0,0.0
446,436,15.2,30.3,409.7,422.26,424.8,0.0,1.0,0.0,0.0,0.0,0.0
444,372,13.2,20.6,351.61,359.71,364.3,0.0,1.0,0.0,0.0,0.0,0.0
432,224,12.8,18.1,203.69,211.91,215.9,0.0,1.0,0.0,0.0,0.0,0.0
